Profile,Carbon.Kg.m2,Nitrogen.g.m2,Latitude,Longitude,Code
1003037  137BZ,2.9,609,-6.9,-42.8,B
1003038  138BZ,6.8,636,0.3,-51.7,B
1003039  139BZ,7.7,687,0.3,-51.7,B
1003040  140BZ,6.6,515,0.3,-51.7,B
1003041  141BZ,5,511,0.3,-51.7,B
1003042  142BZ,7.5,877,0.3,-51.7,B
1003043  143BZ,9.3,965,0.3,-51.7,B
1003044  144BZ,9.5,1046,0.3,-51.7,B
1003045  145BZ,13.6,1438,-2.5,-60,B
1003046  146BZ,10.1,1252,-2.5,-60,B
1003047  147BZ,7.2,612,-2.5,-60,B
1003048  148BZ,6.4,620,-2.5,-60,B
1003049  149BZ,4.3,492,-2.5,-60,B
1003050  150BZ,4.9,508,-2.5,-60,B
1003051  151BZ,7.2,524,-2.5,-60,B
1003052  152BZ,1.9,250,-2.5,-60,B
1003053  153BZ,1.2,173,-2.5,-60,B
1003054  154BZ,10.6,1047,-1.9,-54.8,B
1003055  155BZ,9.9,1009,-1.9,-54.8,B
1003056  156BZ,10.8,1016,-1.9,-54.8,B
1003057  157BZ,5.1,711,-1.9,-54.8,B
1003058  158BZ,7.7,588,-1.9,-54.8,B
1003059  159BZ,8.4,916,-1.9,-54.8,B
1003060  160BZ,6.5,560,-1.9,-54.8,B
1003061  161BZ,5.8,456,-1.9,-54.8,B
1003062  162BZ,12.5,972,-1.9,-54.8,B
1003063  163BZ,2.6,326,-1.9,-54.8,B
1003064  164BZ,6.7,680,-1.9,-54.8,B
1003065  165BZ,6.4,947,-1.9,-54.8,B
1003066  166BZ,7,739,-1.9,-54.8,B
1003067  167BZ,10.4,728,-1.8,-50.2,B
1003068  168BZ,4.4,384,-1.8,-50.2,B
1003069  169BZ,21.5,1712,-1.8,-50.2,B
1003070  170BZ,4,538,-4,-38.1,B
1003071  171BZ,3,1395,-4,-38.1,B
1003072  172BZ,5.5,833,-4,-38.1,B
1003073  173BZ,10.4,1495,-2.5,-54.1,B
1003074  174BZ,10,1321,-2.5,-54.1,B
1003075  175BZ,12,1313,-2.5,-54.1,B
1003076  176BZ,6.2,908,-2.5,-54.1,B
1003077  177BZ,10.2,1505,-2.5,-54.1,B
1003078  178BZ,41.6,3214,-2.5,-54.1,B
1003079  179BZ,7.2,583,-1.6,-48.2,B
1003080  180BZ,7,559,-1.6,-48.2,B
1003081  181BZ,7.3,668,-1.6,-48.2,B
1003082  182BZ,8.2,793,-1.6,-48.2,B
1003083  183BZ,9.1,708,-1.6,-48.2,B
1003084  184BZ,4.9,387,-1.6,-48.2,B
1003085  185BZ,5.5,325,-1.6,-48.2,B
1003086  186BZ,4.9,475,-1.6,-48.2,B
1003087  187BZ,7.4,740,-1.6,-48.2,B
1003088  188BZ,14.5,918,-1.6,-48.2,B
1003089  189BZ,28.1,2386,-1.6,-48.2,B
1003090  190BZ,11.6,1003,-1.6,-48.2,B
1003091  191BZ,10.7,995,-1.6,-48.2,B
1003092  192BZ,19.5,1887,-1.6,-48.2,B
1003093  193BZ,6.6,544,-1.6,-48.2,B
1003094  194BZ,6.4,747,-2.7,-45.7,B
1003095  195BZ,4.6,456,-2.7,-45.7,B
1003096  196BZ,5.9,733,-2.7,-45.7,B
1003097  197BZ,3.7,1598,-2.7,-45.7,B
1003098  198BZ,3.3,611,-2.7,-45.7,B
1003099  199BZ,5.8,557,-2.7,-45.7,B
1003100  200BZ,5.2,585,-2.7,-45.7,B
1003101  201BZ,3.7,519,-2.7,-45.7,B
1003102  202BZ,4.1,408,-2.7,-45.7,B
1003103  203BZ,5.1,760,-2.7,-45.7,B
1003104  204BZ,3.4,522,-2.7,-45.7,B
1003105  205BZ,3.6,576,-2.7,-45.7,B
1003106  206BZ,6.1,1063,-2.7,-45.7,B
1003107  207BZ,4.5,<0.1,-4.2,-40.6,B
1003108  208BZ,1.3,238,-4.2,-40.6,B
1003109  209BZ,10.7,490,-4.2,-40.6,B
1003110  210BZ,3.2,434,-4.2,-40.6,B
1003111  211BZ,5.4,543,-4.2,-40.6,B
1003112  212BZ,5.3,865,-4.2,-40.6,B
1003113  213BZ,3.9,451,-4.2,-40.6,B
1003114  214BZ,1.8,320,-4.2,-40.6,B
1003115  215BZ,5.3,556,-4.2,-40.6,B
1003116  216BZ,5.7,<0.1,-4.2,-40.6,B
1003117  217BZ,9.9,768,-4.2,-40.6,B
1004001 U508CL,17.2,864,7.2,-76.5,B
1004002 U509CL,25.2,475,7.2,-76.5,B
1004003 U517CL,19.3,814,7.2,-76.5,B
1004004 U518CL,19.4,525,7.2,-76.5,B
1004005 U520CL,12.4,654,7.2,-76.5,B
1004006 U521CL,35.6,910,7.2,-76.5,B
1004007 U525CL,19.9,414,7.2,-76.5,B
1004008 U528CL,24.6,610,7.2,-76.5,B
1004009 U529CL,20.7,830,7.2,-76.5,B
1004010 U530CL,14,450,7.2,-76.5,B
1004011 U531CL,36.9,948,7.2,-76.5,B
1006001 511196 CHI,11.1,727,-53.2,-70.9,B
1007001 AL1 CL,27.9,<0.1,3.9,-77,B
1007002 AL2 CL,9.5,<0.1,3.9,-77,B
1008001 50 CL,32.4,1842,6.3,-73.5,B
1008002 51 CL,25.9,1336,6.3,-73.5,B
1008003 52 CL,38.9,2841,6.3,-73.5,B
1008004 53 CL,28.8,1518,6.3,-73.5,B
1008005 54 CL,22.8,1368,6.3,-73.5,B
1008006 55 CL,39.3,2081,6.3,-73.5,B
1008007 56 CL,36.7,2311,6.3,-73.5,B
1009001 1.180 BZ,17.8,2541,-22.7,-45.5,B
1009002 1.181 BZ,9,483,-22.7,-45.5,B
1009003 1.182 BZ,11.5,977,-22.7,-45.5,B
1009004 1.183 BZ,17.1,873,-22.7,-45.5,B
1009005 1.184 BZ,12.2,927,-22.7,-45.5,B
1009006 1.185 BZ,8.4,553,-22.7,-45.5,B
1009007 1.186 BZ,12.5,835,-22.7,-45.5,B
1009008 1.187 BZ,11.2,578,-22.7,-45.5,B
1009009 1.190 BZ,29.4,2130,-22.7,-45.5,B
1009010 F11 BZ,47.5,<0.1,-22.7,-45.5,B
1009011 P24 BZ,11.4,<0.1,-22.7,-45.5,B
1009012 P39 BZ,4.8,<0.1,-22.7,-45.5,B
1009013 P62 BZ,12.1,700,-22.7,-45.5,B
1010001 B17.12 BZ,19.3,2280,-20.3,-56.4,B
1010002 B17.35 BZ,14.4,1583,-22.3,-54.8,B
1010003 B17.39 BZ,13.3,1571,-22.3,-54.8,B
1010004 B17.58 BZ,5.8,407,-21.5,-56.2,B
1010005 B17.59 BZ,4.9,580,-23.8,-55,B
1010006 B17.60 BZ,5.2,443,-21.8,-54.3,B
1010007 B17.63 BZ,4.6,502,-20.6,-54.3,B
1010008 B17.65 BZ,4.8,550,-20.7,-51.7,B
1010009 B17.74 BZ,6.7,799,-21.7,-58,B
1011086 69B BZ,10.6,1196,-3.3,-60.6,B
1011092 DPFS83GO BZ,20.3,1039,-16.2,-44.5,B
1012001 1 CL,13.2,<0.1,3.5,-74,B
1012002 2 CL,13.9,<0.1,3.5,-74,B
1012003 3 CL,9.8,<0.1,3.5,-74,B
1012004 4 CL,4.1,<0.1,3.5,-74,B
1012005 5 CL,8.8,<0.1,3.5,-74,B
1012006 6 CL,9,<0.1,3.5,-74,B
1012007 7 CL,5.3,<0.1,3.5,-74,B
1012008 8 CL,5.8,<0.1,3.5,-74,B
1012009 9 CL,7,<0.1,3.5,-74,B
1013001 01 CL,19.9,1183,6.5,-77,B
1013002 02 CL,11.5,1856,6.5,-77,B
1013003 03 CL,24.2,3203,6.5,-77,B
1013004 04 CL,12.4,1395,6.5,-77,B
1013005 05 CL,5.9,671,6.5,-77,B
1013006 06 CL,6.9,908,6.5,-77,B
1013007 07 CL,7.4,1224,6.5,-77,B
1013008 08 CL,10.5,1140,6.5,-77,B
1013009 09 CL,7.8,1183,6.5,-77,B
1013010 10 CL,7.4,922,6.5,-77,B
1013011 11 CL,4.6,385,6.5,-77,B
1013012 12 CL,6.4,550,6.5,-77,B
1013013 13 CL,12.3,1491,6.5,-77,B
1013014 14 CL,5.5,513,6.5,-77,B
1013015 15 CL,11.5,583,6.5,-77,B
1013016 16 CL,2.6,190,6.5,-77,B
1013017 17 CL,9.4,679,6.5,-77,B
1013018 18 CL,6.2,441,6.5,-77,B
1013019 19 CL,8,884,6.5,-77,B
1013020 20 CL,9.4,786,6.5,-77,B
1013021 21 CL,7.9,777,6.5,-77,B
1013022 22 CL,6.5,900,6.5,-77,B
1013023 23 CL,6.2,419,6.5,-77,B
1013024 24 CL,11.4,855,6.5,-77,B
1013025 25 CL,31.4,1356,6.5,-77,B
1013026 26 CL,18.6,1357,6.5,-77,B
2001001 370 TL,10.1,826,18.3,98.1,B
2001002 371 TL,11.5,977,18.3,98.1,B
2001003 372 TL,7.8,601,18.3,98.1,B
2001004 373 TL,8.1,710,18.3,98.1,B
2001005 374 TL,9.6,802,18.3,98.1,B
2001006 375 TL,14.7,915,18.3,98.1,B
2002001 381A TL,5,304,14.5,101.9,B
2002002 381B1TL,8.3,606,14.5,101.9,B
2002003 381B2TL,8.1,690,14.5,101.9,B
2002004 381B3TL,9.2,657,14.5,101.9,B
2002005 381C TL,3.5,219,14.5,101.9,B
2002006 382A TL,3.8,294,14.5,101.9,B
2002008 382B2TL,8.3,847,14.5,101.9,B
2002009 382B3TL,9.5,852,14.5,101.9,B
2002010 382C TL,2.9,223,14.5,101.9,B
2002011 383A TL,4,290,14.5,101.9,B
2002012 383B1TL,8.2,684,14.5,101.9,B
2002013 383B2TL,8.3,718,14.5,101.9,B
2002014 383B3TL,8.5,746,14.5,101.9,B
2002015 383C TL,2.9,205,14.5,101.9,B
2002016 384A TL,3.5,276,14.5,101.9,B
2002017 384B1TL,7.4,661,14.5,101.9,B
2002018 384B2TL,10.6,912,14.5,101.9,B
2002019 384B3TL,10.5,742,14.5,101.9,B
2002020 384C TL,3.3,255,14.5,101.9,B
2002021 385B1TL,4.9,447,14.5,101.9,B
2002022 385B2TL,4.9,450,14.5,101.9,B
2002023 385B3TL,4.8,407,14.5,101.9,B
2002024 386B1TL,7,652,14.5,101.9,B
2002025 386B2TL,6.3,600,14.5,101.9,B
2002026 386B3TL,7.2,626,14.5,101.9,B
2002027 387  TL,28.3,2203,14.5,101.9,B
2003001 388  TL,6.4,278,16.9,99.1,B
2003002 389  TL,3,268,16.9,99.1,B
2003003 390  TL,4.7,251,16.9,99.1,B
2003004 391  TL,6.1,456,19.4,98.9,B
2003005 391A TL,2.2,147,19.4,98.9,B
2003006 392  TL,4.8,391,19.3,99,B
2003007 392A TL,1.4,105,19.3,99,B
2003008 393  TL,6.1,443,19.3,99,B
2003009 393A TL,2.1,136,19.3,99,B
2003010 394  TL,4.2,329,19.3,99,B
2003011 394A TL,1.6,89,19.3,99,B
2003012 395  TL,9,642,18.8,98.9,B
2003013 395A TL,2.2,284,18.8,98.9,B
2003014 396  TL,14.7,870,18.8,98.9,B
2003015 396A TL,4,326,18.8,98.9,B
2003016 396B TL,4.5,323,18.8,98.9,B
2003017 396ABTL,0.9,60,18.8,98.9,B
2003018 397  TL,2,226,18.8,99.9,B
2003019 397A TL,0.8,58,18.8,99.9,B
2003020 398  TL,5.6,550,18.8,99.9,B
2003021 398A TL,1.7,105,18.8,99.9,B
2003022 399  TL,2.9,282,18.8,99.9,B
2003023 399A TL,1.4,63,18.8,99.9,B
2003024 400  TL,4.4,407,18.8,99.9,B
2003025 400A TL,1.2,63,18.8,99.9,B
2003026 401  TL,2.9,216,18.8,99.9,B
2003027 401A TL,0.9,59,18.8,99.9,B
2003028 402  TL,3.5,254,18.8,99.9,B
2003029 402A TL,1,69,18.8,99.9,B
2004001  416VN,24.6,1850,10.5,107,B
2004005  420VN,4.4,277,11.4,106.9,B
2004006 420AVN,9.5,560,11.4,106.9,B
2004009 423AVN,14.5,2483,11.4,106.9,B
2004010 423BVN,11.9,2473,11.4,106.9,B
2004011 423CVN,8.9,2483,11.4,106.9,B
2004012 423DVN,10.9,2372,11.4,106.9,B
2005002 425 TL,21.4,497,12.3,102.2,B
2005006 428AVN,9.6,430,10.4,107.1,B
2005007 428BVN,6.8,242,10.4,107.1,B
2005008 428CVN,11.9,426,10.4,107.1,B
2005014 434 TL,13.3,1062,18.5,99.7,B
2007001 406 TL,<0.1,1274,14.5,101.9,B
2007002 410 TL,<0.1,1670,14.5,101.9,B
2007003 411 TL,<0.1,804,14.5,101.9,B
2007004 412 TL,<0.1,310,14.5,101.9,B
2007005 413 TL,<0.1,342,14.5,101.9,B
2007006 414 TL,<0.1,249,14.5,101.9,B
2008001 T101 SB,14.8,631,73,121.6,B
2008002 T107 SB,22.2,<0.1,73,121.6,B
2009001 T118 SB,12.6,<0.1,73,120,B
2009002 T119 SB,9,<0.1,73,120,B
2009003 T126 SB,8.7,584,73,120,B
2009004 T93 SB,4.7,<0.1,73,121.7,B
2010001 T84 SB,2.5,<0.1,72.3,140,B
2010002 T86 SB,22.3,<0.1,72.3,140,B
2011001 T175 SB,8.6,1019,72.3,140,B
2011002 T176 SB,4.6,<0.1,72.3,140,B
2011003 T70 SB,12.3,570,72.3,140,B
2011004 T71 SB,8.9,389,72.3,140,B
2012001 115RS SB,6,<0.1,52.3,116,B
2012002 5S SB,11,<0.1,52.3,116,B
2012003 122RS SB,9.5,<0.1,52.3,116,B
2012004 13S SB,14.2,<0.1,52.3,116,B
2012005 17S SB,10.2,<0.1,52.3,116,B
2013001 12 SB,6.6,<0.1,52.3,116,B
2014001 116 SB,3.8,<0.1,52.3,116,B
2014002 6 SB,4.6,<0.1,52.3,116,B
2014003 119 SB,7.4,<0.1,52.3,116,B
2015001 113RS SB,4.8,<0.1,52.3,116,B
2015002 105RS SB,9.6,<0.1,52.3,116,B
2016001 124RS SB,7.7,<0.1,53.6,115.6,B
2016002 118RS SB,4.9,<0.1,53.6,115.6,B
2016003 9S SB,8.1,<0.1,53.6,115.6,B
2017001 123RS SB,2.9,<0.1,53.6,115.6,B
2017002 3S SB,5.6,<0.1,53.6,115.6,B
2017003 106RS SB,6.1,<0.1,53.6,115.6,B
2017004 2S SB,4.6,<0.1,53.6,115.6,B
2018001 234 SB,9.1,854,55.8,124.9,B
2018002 248 SB,7.9,301,57.5,125,B
2018003 32 SB,3.7,209,56,125,B
2019001 218 SB,10.5,488,58.7,125.4,B
2019002 152 SB,11.8,567,56.9,124.9,B
2020001 230 SB,12.3,<0.1,54.2,124.5,B
2020002 398 SB,9.4,564,54.3,124.8,B
2021001 82 SB,11.9,238,60.1,151,B
2021002 80 SB,9.6,274,58.5,151.2,B
2022001 19 SB,8.6,566,60.1,150.8,B
2022002 194 SB,11.3,867,55,126,B
2023001 58 SB,6.7,428,60,151,B
2023002 18 SB,14.8,420,60,151,B
2023003 76A SB,27,666,59,151.5,B
2023004 44 SB,10.4,<0.1,59.9,154.2,B
2024001 72 SB,16.6,386,59,154.5,B
2025001 46 SB,13.4,600,60,151,B
2026001 7.01SB,6.6,1502,59.2,68.8,B
2026002 7.02SB,8.2,1119,58.2,68.2,B
2026003 7.03SB,3,322,57,75.2,B
2026004 7.04SB,2.4,147,57.2,73.8,B
2026005 7.05SB,2.1,170,57.2,73.8,B
2026006 7.06SB,3.3,483,57.3,73.7,B
2026007 7.07SB,1.9,252,57.3,73.7,B
2026008 7.08SB,4.2,482,57.3,73.7,B
2026009 7.09SB,3.7,418,57.3,73.7,B
2026010 7.10SB,3.9,436,57.3,73.7,B
2026011 7.11SB,3.4,278,57.3,73.7,B
2026012 7.12SB,7,475,58.1,65.2,B
2026013 7.13SB,3.3,<0.1,58.1,65.2,B
2026014 7.14SB,2.2,316,58.1,65.2,B
2026015 7.15SB,9.5,974,57.3,73.7,B
2026016 7.16SB,6.1,482,57.3,73.7,B
2026017 7.17SB,10.1,1065,57.3,73.7,B
2026018 7.18SB,12.5,1188,58.2,68.2,B
2026019 7.19SB,9.6,781,57.5,65.7,B
2026020 7.20SB,7.4,788,56.9,74.4,B
2026021 7.21SB,3.9,321,57.5,72.3,B
2026022 7.22SB,6.5,728,58.2,68.2,B
2026023 7.23SB,3.2,564,56.4,75.2,B
2026024 7.24SB,5.7,557,56.9,74.4,B
2026025 7.25SB,4,460,57.5,72.3,B
2026026 7.26SB,7.9,2073,59.2,68.8,B
2026027 7.27SB,12,1297,58.2,68.2,B
2026028 7.28SB,5.4,677,58.2,68.2,B
2026029 7.29SB,13.6,1150,57.1,86.2,B
2026030 7.30SB,11.7,<0.1,57.1,86.2,B
2026031 7.31SB,13.6,<0.1,56.3,79.6,B
2026032 7.32SB,16.6,1492,56.8,88.8,B
2026033 7.33SB,12.4,802,57.9,82.6,B
2026034 7.34SB,10.1,852,57.9,82.6,B
2026035 7.35SB,13.6,1188,58.7,81.5,B
2026036 7.36SB,<0.1,<0.1,58.7,81.5,B
2026037 7.37SB,10.5,910,59,81.5,B
2026038 7.38SB,22.8,1492,59,81.5,B
2026039 7.39SB,20.8,1613,59,81.5,B
2026040 7.40SB,9.7,<0.1,56.5,85.1,B
2026041 7.41SB,8.5,<0.1,57.3,86.2,B
2026042 7.42SB,8.1,<0.1,57.1,86.2,B
2026043 7.43SB,8.1,<0.1,57.1,86.2,B
2026044 7.44SB,9.8,<0.1,57.1,86.2,B
2026045 7.45SB,7.7,<0.1,56.6,86.3,B
2026046 7.46SB,7.6,340,57.1,90.6,B
2026047 7.47SB,8.8,<0.1,57.2,91,B
2026048 7.48SB,21.6,1066,57.3,86.2,B
2026049 7.49SB,18.6,893,57.3,86.2,B
2027001 11.01SB,13.5,975,55,73,B
2027002 11.02SB,142.5,10137,55,73,B
2027003 11.03SB,25.8,1677,55,73,B
2027004 11.04SB,26,1614,55,73,B
2027005 11.05SB,13.7,833,55.3,78.3,B
2028001 26.01SB,11.7,<0.1,54.2,85.9,B
2028002 26.02SB,11.2,<0.1,53.7,87.1,B
2028003 26.03SB,10.2,<0.1,53.7,87.1,B
2028004 26.04SB,12.1,1089,53,88,B
2028005 26.05SB,10.8,777,53,88,B
2028006 26.06SB,9.7,656,53,88,B
2028007 26.07SB,12.8,867,52.5,87.7,B
2028008 26.08SB,10.9,854,53.4,87.2,B
2028009 26.09SB,6.9,444,54.8,105.2,B
2028010 26.10SB,7,394,54.8,105.2,B
2028011 26.11SB,7,257,56.3,101.8,B
2028012 26.12SB,10.7,472,52.2,103.1,B
2028013 26.13SB,4.9,710,53.3,84,B
2028014 26.14SB,3.6,525,55.9,98,B
2028015 26.15SB,7.4,<0.1,58.3,104.2,B
2028016 26.16SB,3.6,281,58.3,104.2,B
2028017 26.17SB,8.4,571,58.3,104.2,B
2028018 26.18SB,6.1,546,53.7,103.2,B
2028019 26.19SB,11.4,1144,53.7,103.5,B
2028020 26.20SB,7.9,825,53.6,102.3,B
2028021 26.21SB,10,856,58.3,104.2,B
2028022 26.22SB,18.2,471,53.2,103.2,B
2028023 26.23SB,15.7,1338,58.3,104.2,B
2028024 26.24SB,17.8,1211,58.3,104.2,B
2029001 32.01SB,5.5,674,56.9,74.4,B
2029002 32.02SB,6.8,665,56.9,74.4,B
2029003 32.03SB,12.5,903,56.9,74.4,B
2029004 32.04SB,7.4,788,56.9,74.4,B
2029005 32.05SB,5.9,578,56.9,74.4,B
2029006 32.06SB,12.5,<0.1,56.9,74.4,B
2029007 32.07SB,19,1675,56.9,74.4,B
2029008 32.08SB,6.7,589,56.9,74.4,B
2029009 32.09SB,19.1,<0.1,56.8,88.8,B
2029010 32.10SB,11.9,586,56.5,88.2,B
2029011 32.11SB,16.5,613,56.3,85.5,B
2030001 36.01SB,7.5,493,53.8,85,B
2030002 36.02SB,12.5,806,53.8,85,B
2030003 36.03SB,5,621,55.9,72.7,B
2030004 36.04SB,6.1,692,55.9,68.6,B
2030005 36.05SB,4.1,388,56.9,68.6,B
2030006 36.06SB,23.3,1869,56.3,78.2,B
2030007 36.07SB,10.5,1047,56.5,73.6,B
2030008 36.08SB,5.6,647,56.5,73.6,B
2030009 36.09SB,5.5,661,56.5,73.6,B
2031001 42.01SB,14.4,760,53.8,85,B
2031002 42.02SB,18.8,<0.1,56.3,78.2,B
2031003 42.03SB,27.4,906,56.9,68.6,B
2031004 42.04SB,24.7,1242,56.5,73.6,B
2031005 42.05SB,29.9,<0.1,56.5,73.6,B
2031006 42.06SB,23,2814,56.9,74.4,B
2031007 42.07SB,13.3,<0.1,56.9,74.4,B
2031008 42.08SB,33.4,<0.1,55.3,74.5,B
2031009 43.01SB,<0.1,<0.1,55.9,72.7,B
2032001 50.01SB,15.1,1570,54.1,84.2,B
2032002 50.02SB,6.8,455,54.1,84.2,B
2032003 50.03SB,18.6,863,54.3,84.2,B
2032004 50.04SB,7.6,674,54,84.8,B
2032005 50.05SB,10.8,1698,54,84.8,B
2032006 50.06SB,38.4,1256,56.1,85.6,B
2032007 50.07SB,14,762,56.1,85.6,B
2032008 50.08SB,10.7,1218,52.9,89.9,B
2032009 50.09SB,18.2,1820,54.2,91.5,B
2032010 50.10SB,4.4,550,54.4,92.2,B
2032011 50.11SB,9.1,367,53.9,92.7,B
2032012 50.12SB,9.5,416,57.2,94.9,B
2032013 50.13SB,5.8,1877,52.8,89.3,B
2032014 50.14SB,4,275,54.2,90.2,B
2032015 50.15SB,14.5,1205,55.9,98,B
2032016 50.16SB,8.8,1102,52.3,104.2,B
2032017 50.17SB,19.9,1759,52.3,104.2,B
2032018 50.18SB,3.8,175,52.3,104.2,B
2033001 52.01SB,24.2,<0.1,54.3,84.2,B
2033002 52.02SB,15.1,<0.1,54.3,84.2,B
2033003 52.03SB,19.4,<0.1,53.7,87.1,B
2033004 52.04SB,33.8,2638,52.9,89.9,B
2033005 52.05SB,27.7,3179,54.2,91.5,B
2033006 52.06SB,19.8,1284,53.7,91.7,B
2033007 52.07SB,15.5,555,53.7,91.4,B
2033008 52.08SB,21.2,1018,54.2,90.2,B
2033009 52.09SB,11.7,1180,54.9,99,B
2033010 52.10SB,12.2,1616,54.9,99,B
2033011 52.11SB,20.7,1767,54.9,98,B
2033012 52.12SB,19.5,1731,54.9,99,B
2034001 60.01 SB,15.6,1099,56.4,63.7,B
2034002 60.02 SB,18.9,958,55.2,63.2,B
2034003 60.03 SB,9.4,499,54.9,64.4,B
2034004 60.04 SB,13.7,598,56.3,63.9,B
2034005 60.05 SB,23.8,1817,55.3,75.6,B
2034006 60.06 SB,13.1,1323,55.3,74.3,B
2034007 60.07 SB,18,1881,56.1,74.6,B
2034008 60.08 SB,16.6,1563,56.1,69.4,B
2034009 60.10 SB,17.1,1444,57.2,65.5,B
2034010 60.11 SB,14.1,1144,55.3,78.3,B
2034011 60.12 SB,21.6,1882,55.7,76.7,B
2034012 60.13 SB,18.6,1523,55.2,80.3,B
2034013 60.14 SB,15.5,1278,50.1,73.7,B
2034014 60.15 SB,23.1,1558,55,74.1,B
2034015 60.16 SB,23.9,1565,54.9,73.9,B
2034016 60.17 SB,26.7,1942,55.3,74.3,B
2034017 60.18 SB,22.1,1304,54.6,82.2,B
2035001 74.01 SB,22.4,1040,55.8,65.5,B
2035002 74.02 SB,20.7,<0.1,55.3,62.4,B
2035003 74.03 SB,18.3,<0.1,54.7,62.3,B
2035004 74.04 SB,23.1,1509,54.9,71.9,B
2035005 74.05 SB,17.2,1357,54.7,73,B
2035006 74.06 SB,16.8,1484,55,73.4,B
2035007 74.07 SB,14.2,900,54.2,74.9,B
2035008 74.08 SB,26.2,1845,54.5,79.7,B
2035009 74.09 SB,27.2,2151,54.5,79.7,B
2035010 74.10 SB,23.3,2234,54.9,71.9,B
2035011 74.11 SB,22.2,1458,54.9,71.9,B
2035012 74.12 SB,27.8,2240,53.7,73.8,B
2035013 74.13 SB,24.4,1953,55,74.1,B
2035014 74.14 SB,24.5,2158,55.4,74.8,B
2035015 74.15 SB,17.2,1110,54.5,79.7,B
2036001 91.01 SB,21.9,1681,54.7,62.9,B
2036002 91.02 SB,21.5,1369,55.3,65.9,B
2036003 91.03 SB,20.5,932,54.3,63.9,B
2036004 91.04 SB,20,1340,54.7,62.9,B
2036005 91.05 SB,18.1,1125,55.5,65.3,B
2036006 91.06 SB,20.2,1090,55.2,67.2,B
2036007 91.07 SB,24.3,1366,55.2,67.2,B
2036008 91.08 SB,17.7,1738,54.9,75.1,B
2036009 91.09 SB,21.9,1760,56.1,74.7,B
2036010 91.10 SB,10.4,920,54.9,75.1,B
2036011 91.11 SB,11.4,1120,54.4,73.5,B
2036012 91.12 SB,28.2,2827,56.5,73.6,B
2036013 91.13 SB,12.7,984,56.5,73.6,B
2036014 91.14 SB,18,1320,55.6,71.3,B
2036015 91.15 SB,6.9,743,55.6,71.3,B
2036016 91.16 SB,28.7,2555,55.4,74.3,B
2036017 91.17 SB,23.8,2989,55.4,74.3,B
2036018 91.18 SB,21.4,2211,55.5,75,B
2036019 91.19 SB,22.3,1624,55.5,75,B
2036020 91.20 SB,19.5,1696,55.7,76.7,B
2036021 91.21 SB,27.2,1335,54.7,76.6,B
2037001 104.01 SB,15.3,1763,55.2,63.2,B
2037002 104.02 SB,14.9,737,55.6,71.3,B
2037003 104.03 SB,22,1043,55.6,71.3,B
2037004 104.04 SB,9.6,944,54.9,75.1,B
2037005 104.05 SB,15,1742,56.5,73.6,B
2037006 104.06 SB,7.6,<0.1,55.8,65.5,B
2037007 104.07 SB,14.1,1138,55.6,71.3,B
2037008 104.08 SB,1.5,156,55.6,71.3,B
2037009 104.09 SB,10.8,693,54.7,73,B
2037010 104.10 SB,9.6,1053,55.3,78.3,B
2037011 104.11 SB,6.1,<0.1,55,73.4,B
2037012 104.12 SB,8,<0.1,55,73.4,B
2037013 104.13 SB,5.5,<0.1,55,74.7,B
2037014 104.14 SB,4.9,<0.1,55,73.4,B
2037015 104.15 SB,10,<0.1,56.7,66.2,B
2037016 104.16 SB,7.9,707,55.3,65.9,B
2038001 128.01 SB,7.9,755,56.2,61.5,B
2038002 128.02 SB,8.4,554,55.9,68.3,B
2038003 128.03 SB,4.7,338,55,73.4,C
2038004 128.04 SB,5.2,972,55.9,72.2,C
2038005 128.05 SB,6.9,<0.1,55.9,72.2,C
2038006 128.06 SB,4.2,502,55.9,68.3,C
2038007 128.07 SB,12.7,910,56.3,66.2,C
2038008 128.08 SB,7.8,516,55.6,71.3,C
2038009 128.09 SB,4.4,196,55.6,71.3,C
2038010 128.10 SB,4.3,516,56.5,75.6,C
2038011 128.11 SB,17.1,1306,56.5,75.6,C
2038012 128.12 SB,4,<0.1,56.5,75.6,C
2038013 128.13 SB,6.8,590,55.6,71.3,C
2038014 128.14 SB,8.6,804,55.6,71.3,C
2038015 128.15 SB,15.1,2071,55.6,71.3,C
2039001 139.01 SB,18.3,<0.1,56.5,75.6,C
2039002 139.02 SB,16.1,<0.1,55.9,72.2,C
2039003 139.03 SB,11.5,<0.1,56.8,73.2,C
2039004 139.04 SB,9,<0.1,56,71.5,C
2039005 139.05 SB,14.9,<0.1,56.5,75.6,C
2039006 139.06 SB,14.5,<0.1,55.6,71.3,C
2039007 139.07 SB,14,<0.1,55.6,71.3,C
2039008 139.08 SB,7.2,<0.1,56,78,C
2039009 139.09 SB,5.4,<0.1,54.7,76.6,C
2039010 139.10 SB,5.7,<0.1,54.3,77.4,C
2039011 139.11 SB,5.6,<0.1,55.7,76.7,C
2039012 139.12 SB,7.5,<0.1,55.4,78.3,C
2040001 142.01 SB,11,525,55.9,72.7,C
2040002 142.02 SB,15,502,55.9,72.7,C
2040003 142.03 SB,10.6,1214,55,73.4,C
2040004 142.04 SB,21.8,586,58,69,C
2040005 142.05 SB,16.6,1293,56.4,75.2,C
2040006 142.06 SB,11.1,<0.1,55.2,80.3,C
2040007 142.07 SB,11.3,<0.1,55.2,80.3,C
